Time,Device name,Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),Angle X(°),Angle Y(°),Angle Z(°),Temperature(℃)
 13:22:45.876,COM4, 0.460, 0.836, -0.245, 31.555, -50.110, 1.404, 100.909, -31.185, 176.896, 37.61,
 13:22:45.923,COM4, 0.440, 0.827, -0.202, 16.296, -30.029, -11.841, 102.480, -30.399, 175.243, 37.59,
 13:22:45.970,COM4, 0.447, 0.855, -0.272, 44.861, -51.514, -6.958, 105.628, -29.454, 173.068, 37.61,
 13:22:46.033,COM4, 0.427, 0.840, -0.358, 35.889, -29.907, -12.573, 108.572, -28.350, 171.090, 37.61,
 13:22:46.080,COM4, 0.372, 0.832, -0.353, 12.512, -52.185, -13.794, 110.402, -26.895, 168.690, 37.60,
 13:22:46.127,COM4, 0.363, 0.823, -0.354, 21.912, -18.250, -14.282, 111.660, -25.873, 168.206, 37.60,
 13:22:46.173,COM4, 0.354, 0.826, -0.418, 27.649, -10.559, -8.179, 113.318, -25.153, 167.728, 37.60,
 13:22:46.219,COM4, 0.337, 0.802, -0.405, 10.681, -18.066, -10.254, 114.192, -24.280, 166.970, 37.62,
 13:22:46.282,COM4, 0.367, 0.833, -0.464, 22.583, -9.766, -2.930, 115.642, -23.796, 166.525, 37.61,
 13:22:46.329,COM4, 0.354, 0.831, -0.446, -2.197, -9.888, 0.183, 115.933, -23.560, 166.075, 37.61,
 13:22:46.376,COM4, 0.334, 0.833, -0.411, 6.775, -9.644, -4.700, 116.268, -23.187, 165.905, 37.62,
 13:22:46.422,COM4, 0.342, 0.813, -0.475, 14.221, -6.226, -4.150, 117.186, -22.791, 165.729, 37.63,
 13:22:46.469,COM4, 0.285, 0.799, -0.433, 1.343, -16.663, -4.944, 117.598, -22.192, 165.086, 37.61,
 13:22:46.532,COM4, 0.308, 0.801, -0.457, 34.790, -17.212, -7.629, 119.394, -21.264, 164.449, 37.61,
 13:22:46.575,COM4, 0.188, 0.775, -0.425, 36.316, -52.307, -11.841, 121.767, -19.644, 162.592, 37.60,
 13:22:46.631,COM4, 0.201, 0.736, -0.625, 116.699, -87.341, -24.048, 128.386, -16.089, 159.291, 37.61,
 13:22:46.678,COM4, 0.118, 0.702, -0.787, 84.412, -86.182, -5.249, 133.759, -13.255, 156.160, 37.62,
 13:22:46.725,COM4, -0.003, 0.672, -0.758, 24.902, -55.725, -14.771, 135.654, -10.871, 154.731, 37.62,
 13:22:46.772,COM4, 0.128, 0.633, -0.786, 60.059, -59.753, -2.563, 138.735, -8.372, 152.798, 37.61,
 13:22:46.834,COM4, 0.048, 0.624, -0.867, 21.240, -71.411, 7.751, 140.790, -5.779, 149.799, 37.61,
 13:22:46.881,COM4, 0.046, 0.647, -0.696, 36.987, -57.556, -4.517, 141.877, -3.543, 148.392, 37.62,
 13:22:46.928,COM4, -0.055, 0.604, -0.907, 51.758, -25.146, -6.897, 144.789, -2.428, 147.958, 37.60,
 13:22:46.975,COM4, -0.056, 0.559, -0.866, 8.118, -14.832, -16.968, 145.173, -1.071, 148.074, 37.62,
 13:22:47.022,COM4, -0.084, 0.551, -0.883, 10.864, -10.986, -0.183, 145.778, -0.643, 147.881, 37.63,
 13:22:47.068,COM4, -0.100, 0.533, -0.919, -6.531, 21.423, -3.601, 145.624, -1.110, 148.420, 37.61,
 13:22:47.131,COM4, 0.199, 0.566, -0.887, -37.781, 102.600, 16.541, 143.970, -5.120, 150.688, 37.60,
 13:22:47.178,COM4, 0.109, 0.606, -0.773, -59.998, 49.316, 28.503, 140.911, -8.168, 150.875, 37.63,
 13:22:47.225,COM4, 0.242, 0.659, -0.692, -25.085, 87.952, -3.479, 138.763, -11.508, 154.133, 37.64,
 13:22:47.272,COM4, 0.193, 0.651, -0.717, -28.320, 69.092, 13.123, 136.994, -14.601, 156.077, 37.62,
 13:22:47.318,COM4, 0.303, 0.675, -0.735, -22.400, 69.824, -7.324, 135.198, -16.683, 158.687, 37.62,
 13:22:47.377,COM4, 0.271, 0.661, -0.675, -44.556, 51.636, 0.916, 132.561, -18.534, 160.428, 37.62,
 13:22:47.424,COM4, 0.359, 0.736, -0.615, -28.870, 83.008, -1.770, 129.891, -21.110, 163.993, 37.62,
 13:22:47.471,COM4, 0.411, 0.714, -0.617, -30.273, 70.740, -8.423, 127.343, -23.044, 166.970, 37.62,
 13:22:47.518,COM4, 0.380, 0.772, -0.539, -46.875, 91.858, -4.272, 123.311, -25.604, 171.293, 37.61,
 13:22:47.576,COM4, 0.461, 0.702, -0.603, -50.171, 131.348, -26.855, 118.114, -27.631, 177.726, 37.61,
 13:22:47.617,COM4, 0.347, 0.810, -0.418, -117.493, 302.795, -66.833, 104.705, -31.047, -165.196, 37.63,
 13:22:47.670,COM4, 0.188, 0.863, -0.072, -169.006, 430.664, -92.285, 83.546, -29.872, -139.807, 37.62,
 13:22:47.728,COM4, 0.382, 0.847, 0.463, -185.425, 173.340, -37.598, 68.192, -25.455, -128.040, 37.62,
 13:22:47.775,COM4, 0.306, 0.851, 0.457, 3.479, -1.404, 9.949, 67.374, -25.889, -128.068, 37.62,
 13:22:47.822,COM4, 0.354, 0.881, 0.280, 4.333, 8.789, -9.277, 67.786, -25.181, -127.930, 37.61,
 13:22:47.868,COM4, 0.266, 0.864, 0.316, -23.438, 73.669, -0.610, 65.237, -23.879, -124.629, 37.62,
 13:22:47.915,COM4, 0.139, 0.842, 0.309, -49.011, 161.621, -15.808, 60.430, -19.737, -117.405, 37.62,
 13:22:47.978,COM4, 0.015, 0.808, 0.446, -97.107, 251.465, -20.874, 52.740, -12.437, -107.144, 37.61,
 13:22:48.025,COM4, -0.309, 0.765, 0.604, -112.244, 292.603, -24.475, 45.516, -2.307, -96.339, 37.62,
 13:22:48.072,COM4, -0.429, 0.672, 0.712, -97.900, 311.035, -36.255, 40.534, 10.294, -87.023, 37.62,
 13:22:48.118,COM4, -0.529, 0.658, 0.677, -52.490, 223.022, -14.832, 39.413, 19.490, -80.085, 37.62,
 13:22:48.181,COM4, -0.662, 0.635, 0.619, -50.842, 254.700, -1.160, 40.309, 29.421, -71.395, 37.62,
 13:22:48.228,COM4, -0.750, 0.633, 0.500, -34.607, 251.770, -12.878, 43.616, 39.221, -62.314, 37.63,
 13:22:48.275,COM4, -0.811, 0.603, 0.397, -32.288, 214.355, -4.700, 48.763, 47.241, -52.311, 37.62,
 13:22:48.322,COM4, -0.869, 0.585, 0.277, -29.053, 221.069, -8.850, 56.937, 54.520, -39.864, 37.64,
 13:22:48.368,COM4, -0.929, 0.567, 0.128, -17.578, 241.028, -17.090, 71.230, 61.095, -21.791, 37.62,
 13:22:48.431,COM4, -0.844, 0.579, -0.063, -0.427, 211.853, -7.080, 91.241, 64.078, 0.802, 37.61,
 13:22:48.478,COM4, -0.807, 0.554, -0.177, -30.396, 164.673, 3.479, 106.518, 62.968, 19.380, 37.64,
 13:22:48.525,COM4, -0.772, 0.561, -0.281, -6.287, 179.749, -1.221, 122.349, 59.617, 37.766, 37.62,
 13:22:48.572,COM4, -0.718, 0.576, -0.407, -17.578, 163.574, -5.371, 132.391, 55.047, 50.565, 37.61,
 13:22:48.616,COM4, -0.596, 0.589, -0.490, -26.367, 199.768, -1.160, 140.460, 48.153, 62.430, 37.62,
 13:22:48.672,COM4, -0.533, 0.595, -0.552, -2.747, 177.246, 6.226, 145.816, 40.468, 70.648, 37.63,
 13:22:48.718,COM4, -0.438, 0.583, -0.738, 7.446, 129.639, 1.587, 148.881, 35.112, 74.916, 37.63,
 13:22:48.781,COM4, -0.275, 0.596, -0.745, -30.396, 174.866, 2.930, 150.216, 27.493, 80.151, 37.61,
 13:22:48.828,COM4, -0.236, 0.592, -0.750, -37.476, 170.837, 1.953, 150.150, 19.770, 84.798, 37.62,
 13:22:48.875,COM4, -0.112, 0.630, -0.750, -41.382, 166.504, 0.000, 149.216, 12.585, 89.346, 37.60,
 13:22:48.922,COM4, -0.060, 0.651, -0.747, -36.194, 115.784, 2.014, 147.799, 7.449, 92.313, 37.62,
 13:22:48.968,COM4, 0.012, 0.686, -0.734, -38.818, 140.625, -3.479, 146.118, 1.747, 96.174, 37.62,
 13:22:49.015,COM4, 0.150, 0.688, -0.691, -48.584, 131.836, 5.859, 143.646, -3.713, 99.750, 37.64,
 13:22:49.078,COM4, 0.291, 0.733, -0.656, -29.968, 113.708, 24.048, 141.592, -8.981, 102.316, 37.60,
 13:22:49.125,COM4, 0.314, 0.760, -0.710, -34.302, 121.216, 18.677, 139.427, -14.381, 105.364, 37.62,
 13:22:49.172,COM4, 0.311, 0.795, -0.641, -78.613, 161.804, -10.559, 134.088, -19.786, 111.055, 37.61,
 13:22:49.218,COM4, 0.358, 0.885, -0.445, -104.675, 175.537, -27.039, 125.799, -24.560, 118.790, 37.63,
 13:22:49.265,COM4, 0.343, 0.835, -0.253, -98.145, 109.619, -10.803, 117.751, -27.477, 124.733, 37.62,
 13:22:49.328,COM4, 0.455, 0.850, -0.149, -26.001, 68.176, 1.892, 113.956, -28.960, 128.518, 37.65,
 13:22:49.369,COM4, 0.479, 0.886, -0.349, -29.541, 72.266, 8.118, 110.901, -30.778, 132.067, 37.63,
 13:22:49.424,COM4, 0.367, 0.866, -0.089, -142.517, 216.003, -26.794, 98.481, -32.723, 143.597, 37.62,
 13:22:49.471,COM4, 0.340, 0.829, 0.266, -163.635, 182.678, -21.545, 84.518, -31.981, 154.517, 37.63,
 13:22:49.518,COM4, 0.310, 0.889, 0.386, -68.604, 142.639, -14.221, 76.157, -30.037, 162.993, 37.64,
 13:22:49.565,COM4, 0.246, 0.853, 0.417, -40.771, 89.111, -15.442, 71.147, -27.971, 168.036, 37.63,
 13:22:49.626,COM4, 0.202, 0.851, 0.434, -50.293, 104.492, -14.771, 66.324, -25.313, 173.018, 37.62,
 13:22:49.674,COM4, 0.099, 0.824, 0.432, -53.589, 89.355, -27.466, 62.221, -22.132, 177.017, 37.66,
 13:22:49.725,COM4, -0.042, 0.738, 0.538, -79.102, 120.239, -26.489, 56.420, -17.787, -178.072, 37.65,
 13:22:49.772,COM4, -0.032, 0.783, 0.729, -92.163, 110.840, -28.625, 50.438, -12.783, -173.853, 37.63,
 13:22:49.819,COM4, 0.004, 0.716, 0.747, -3.418, 26.062, 2.747, 48.483, -10.964, -172.238, 37.64,
 13:22:49.866,COM4, -0.077, 0.763, 0.623, -21.484, 44.250, -7.507, 47.637, -9.267, -170.892, 37.64,
 13:22:49.913,COM4, -0.118, 0.665, 0.719, -29.297, 61.035, -9.583, 45.406, -6.663, -169.156, 37.63,
 13:22:49.969,COM4, -0.088, 0.705, 0.740, -39.429, 39.124, -9.033, 43.759, -4.664, -168.107, 37.61,
 13:22:50.016,COM4, -0.280, 0.675, 0.699, -13.245, 75.684, -1.221, 42.759, -2.126, -165.938, 37.62,
 13:22:50.078,COM4, -0.250, 0.665, 0.755, -34.790, 91.309, -22.156, 41.248, 2.379, -163.334, 37.63,
 13:22:50.125,COM4, -0.239, 0.620, 0.813, -12.939, 11.658, 10.620, 40.144, 3.631, -162.136, 37.66,
 13:22:50.172,COM4, -0.255, 0.644, 0.715, 6.042, 8.118, -2.869, 40.474, 3.730, -162.224, 37.62,
 13:22:50.219,COM4, -0.241, 0.654, 0.734, 8.423, -0.549, 9.094, 40.776, 4.191, -161.565, 37.66,
 13:22:50.266,COM4, -0.208, 0.650, 0.729, -2.014, -22.583, 6.653, 40.748, 3.214, -162.175, 37.63,
 13:22:50.328,COM4, -0.189, 0.655, 0.731, 12.573, -23.376, 10.681, 41.199, 2.324, -162.372, 37.63,
 13:22:50.375,COM4, -0.121, 0.657, 0.730, 2.136, -49.622, 12.146, 41.375, 0.434, -163.537, 37.63,
 13:22:50.422,COM4, -0.102, 0.663, 0.754, 0.916, -43.152, 10.193, 41.523, -1.604, -164.663, 37.65,
 13:22:50.469,COM4, -0.082, 0.669, 0.756, 17.761, -33.997, 10.864, 42.215, -2.917, -165.333, 37.63,
 13:22:50.516,COM4, -0.062, 0.697, 0.718, 17.944, -38.208, 5.920, 43.336, -4.389, -166.437, 37.67,
 13:22:50.563,COM4, -0.008, 0.698, 0.733, 23.987, -52.368, 1.648, 44.456, -6.015, -167.948, 37.64,
 13:22:50.625,COM4, 0.078, 0.712, 0.731, 30.212, -79.468, 4.883, 46.225, -8.690, -170.535, 37.64,
 13:22:50.666,COM4, 0.068, 0.724, 0.766, 51.331, -88.562, 1.648, 48.873, -11.678, -173.633, 37.64,
 13:22:50.714,COM4, 0.159, 0.742, 0.718, 125.549, -179.077, -17.334, 55.443, -15.606, -179.879, 37.66,
 13:22:50.777,COM4, 0.180, 0.792, 0.435, 143.066, -212.830, -13.916, 65.566, -20.665, 169.843, 37.66,
 13:22:50.824,COM4, 0.268, 0.786, 0.345, 129.272, -152.649, -4.395, 74.713, -22.879, 162.576, 37.63,
 13:22:50.871,COM4, 0.416, 0.737, 0.179, 146.973, -253.723, 2.441, 87.264, -25.510, 149.084, 37.65,
 13:22:50.918,COM4, 0.145, 0.644, 0.120, 172.546, -237.244, -10.498, 100.915, -25.164, 136.148, 37.62,
 13:22:50.964,COM4, 0.035, 0.656, -0.214, 258.301, -359.070, -50.781, 120.377, -17.765, 118.531, 37.63,
 13:22:51.027,COM4, -0.300, 0.560, -0.539, 269.958, -363.586, -38.513, 137.488, -5.938, 104.381, 37.66,
 13:22:51.074,COM4, -0.355, 0.665, -0.781, 180.115, -237.244, -43.030, 147.079, 5.350, 98.179, 37.64,
 13:22:51.121,COM4, -0.519, 0.649, -0.925, 112.183, -161.743, -47.668, 152.875, 14.249, 95.295, 37.65,
 13:22:51.168,COM4, -0.583, 0.582, -0.685, 50.598, -285.339, -51.086, 153.699, 27.609, 91.236, 37.66,
 13:22:51.214,COM4, -0.540, 0.470, -0.673, 71.655, -96.680, -46.265, 156.945, 33.821, 90.769, 37.64,
 13:22:51.277,COM4, -0.941, 0.344, -0.289, -1.648, -171.875, -88.196, 157.401, 42.457, 91.868, 37.65,
 13:22:51.324,COM4, -0.909, 0.194, -0.425, 169.800, -325.806, -142.578, 166.514, 60.282, 93.411, 37.66,
 13:22:51.371,COM4, -1.362, 0.063, -0.154, 46.936, -227.234, -99.243, 174.391, 72.971, 99.272, 37.65,
 13:22:51.418,COM4, -1.153, -0.041, -0.132, 81.055, -117.798, -161.987, -134.105, 78.992, 136.241, 37.64,
 13:22:51.464,COM4, -1.059, -0.104, 0.034, 34.973, -207.397, -55.542, -80.090, 81.749, -172.029, 37.68,
 13:22:51.511,COM4, -0.960, -0.108, 0.142, 32.104, -98.694, -28.748, -49.510, 78.525, -142.949, 37.66,
 13:22:51.574,COM4, -1.016, -0.089, 0.217, 8.057, -133.972, -36.316, -34.519, 72.894, -128.210, 37.66,
 13:22:51.621,COM4, -0.925, -0.051, 0.372, -15.564, -194.214, -85.938, -28.773, 62.886, -122.217, 37.64,
 13:22:51.667,COM4, -0.845, -0.149, 0.733, -39.307, -87.769, -75.623, -32.844, 56.931, -124.486, 37.64,
 13:22:51.715,COM4, -0.882, -0.252, 0.870, 80.139, -174.133, -145.874, -31.339, 46.791, -127.216, 37.67,
 13:22:51.763,COM4, -0.570, -0.412, 0.621, 162.598, -259.460, -82.214, -21.374, 33.052, -124.052, 37.65,
 13:22:51.826,COM4, -0.199, -0.202, 0.623, 26.184, -177.002, -24.292, -17.919, 23.961, -121.899, 37.65,
 13:22:51.873,COM4, -0.795, -0.464, 0.866, -70.801, -8.240, -24.658, -21.846, 22.758, -122.580, 37.67,
 13:22:51.920,COM4, -0.065, -0.368, 1.500, 42.358, -114.136, -66.833, -19.946, 12.596, -122.432, 37.67,
 13:22:51.966,COM4, -0.126, -0.219, 1.035, 39.063, -7.385, 61.768, -17.034, 13.590, -119.438, 37.64,
 13:22:52.013,COM4, -0.175, -0.310, 1.117, 17.456, -26.062, -7.141, -16.210, 11.266, -118.911, 37.67,
 13:22:52.076,COM4, -0.166, -0.276, 0.919, 25.208, 57.251, -36.255, -15.315, 14.123, -121.465, 37.66,
 13:22:52.123,COM4, -0.188, -0.209, 0.884, 33.508, -75.928, -32.410, -14.150, 9.695, -122.201, 37.66,
 13:22:52.170,COM4, -0.176, 0.010, 1.091, 41.016, -21.484, -33.020, -11.514, 8.097, -123.393, 37.66,
 13:22:52.216,COM4, -0.136, -0.216, 1.018, 14.709, -21.545, -42.419, -11.036, 6.746, -125.299, 37.67,
 13:22:52.263,COM4, -0.216, -0.255, 0.991, -2.502, -10.498, -8.057, -11.113, 6.284, -125.640, 37.66,
 13:22:52.310,COM4, -0.021, -0.184, 0.992, 13.489, -15.686, -25.269, -10.470, 5.598, -126.931, 37.67,
 13:22:52.373,COM4, 0.047, 0.105, 1.098, 44.373, -70.740, 7.019, -8.685, 3.461, -126.480, 37.67,
 13:22:52.415,COM4, -0.008, 0.104, 0.953, 32.471, -36.865, 31.189, -6.158, 0.950, -124.217, 37.66,
 13:22:52.462,COM4, 0.021, -0.140, 0.938, 12.085, -13.062, -17.517, -5.504, 0.390, -124.816, 37.67,
 13:22:52.524,COM4, -0.033, -0.020, 0.972, 10.742, -20.020, -32.654, -4.807, -0.802, -126.085, 37.66,
 13:22:52.571,COM4, -0.022, 0.028, 0.978, 7.629, -0.549, -58.838, -4.180, -1.110, -128.936, 37.66,
 13:22:52.618,COM4, 0.007, 0.022, 1.026, 23.376, -5.127, -23.560, -3.049, -1.373, -130.226, 37.66,
 13:22:52.665,COM4, -0.015, 0.069, 0.944, 2.441, -3.906, -29.724, -2.439, -1.631, -131.589, 37.68,
 13:22:52.716,COM4, -0.016, 0.020, 1.015, -11.658, 1.038, -2.563, -3.192, -1.494, -131.797, 37.68,
 13:22:52.773,COM4, -0.025, -0.009, 1.029, -25.269, 7.263, -3.967, -4.427, -1.121, -132.006, 37.66,
 13:22:52.819,COM4, -0.021, -0.021, 1.003, -8.179, 2.625, 0.183, -4.850, -0.846, -132.028, 37.65,
 13:22:52.866,COM4, -0.027, -0.004, 1.001, -1.709, 0.854, 0.000, -4.828, -0.769, -132.034, 37.66,
 13:22:52.913,COM4, -0.021, -0.001, 1.006, -1.465, 1.526, -0.427, -4.812, -0.676, -132.072, 37.67,
 13:22:52.973,COM4, -0.019, -0.004, 0.994, -0.610, 0.488, -0.183, -4.752, -0.626, -132.078, 37.68,
 13:22:53.019,COM4, -0.019, -0.002, 0.994, 0.000, 0.549, -0.854, -4.669, -0.577, -132.138, 37.65,
 13:22:53.066,COM4, -0.019, -0.004, 0.992, -0.366, 0.000, -2.014, -4.614, -0.555, -132.209, 37.67,
 13:22:53.113,COM4, -0.031, -0.003, 0.998, 0.427, 0.000, -2.319, -4.499, -0.544, -132.325, 37.69,
 13:22:53.160,COM4, -0.022, -0.006, 1.017, -1.526, 1.526, -2.258, -4.466, -0.456, -132.440, 37.67,
 13:22:53.223,COM4, -0.017, 0.000, 0.991, 1.465, -0.488, -1.404, -4.373, -0.439, -132.517, 37.66,
 13:22:53.270,COM4, -0.012, -0.004, 1.000, 0.183, -0.549, -1.526, -4.279, -0.428, -132.589, 37.66,
 13:22:53.316,COM4, -0.019, 0.004, 0.996, 0.854, -0.549, -1.343, -4.147, -0.428, -132.665, 37.67,
 13:22:53.363,COM4, -0.018, -0.003, 0.987, 0.000, -0.305, 0.000, -4.070, -0.396, -132.671, 37.67,
 13:22:53.410,COM4, -0.018, 0.000, 0.989, 0.793, -0.549, -1.770, -3.944, -0.390, -132.759, 37.67,
 13:22:53.473,COM4, -0.011, -0.008, 1.001, -0.183, 0.000, -0.671, -3.878, -0.363, -132.797, 37.67,
 13:22:53.520,COM4, -0.016, -0.004, 1.000, 0.427, -0.549, -1.282, -3.779, -0.352, -132.858, 37.67,
 13:22:53.566,COM4, -0.016, 0.000, 0.994, 0.000, 0.000, -0.977, -3.697, -0.330, -132.924, 37.69,
 13:22:53.613,COM4, -0.021, 0.000, 0.998, -0.732, 0.549, 0.000, -3.631, -0.297, -132.924, 37.68,
 13:22:53.660,COM4, -0.020, -0.003, 0.994, -0.977, 0.671, 0.000, -3.598, -0.247, -132.924, 37.65,
 13:22:53.723,COM4, -0.024, -0.004, 1.003, -0.549, 0.610, 0.000, -3.554, -0.209, -132.929, 37.68,
 13:22:53.766,COM4, -0.021, -0.011, 1.001, -1.221, 0.854, 0.000, -3.549, -0.159, -132.929, 37.67,
 13:22:53.822,COM4, -0.017, 0.005, 1.001, 2.747, -0.427, -4.700, -3.290, -0.203, -133.143, 37.67,
 13:22:53.869,COM4, -0.025, 0.007, 0.987, 0.977, -0.183, -0.793, -3.192, -0.198, -133.209, 37.68,
 13:22:53.916,COM4, -0.022, 0.004, 0.989, 0.916, 0.000, -1.343, -3.082, -0.187, -133.292, 37.66,
 13:22:53.962,COM4, -0.019, 0.000, 0.997, 1.038, 0.000, 0.000, -2.988, -0.159, -133.292, 37.69,
 13:22:54.009,COM4, -0.021, 0.003, 0.992, 2.441, -0.549, 0.000, -2.813, -0.159, -133.292, 37.67,
 13:22:54.072,COM4, -0.016, -0.004, 0.998, -1.282, 0.000, -1.404, -2.856, -0.126, -133.341, 37.68,
 13:22:54.119,COM4, -0.008, -0.003, 1.005, 0.244, 0.000, -1.770, -2.802, -0.093, -133.423, 37.65,
 13:22:54.166,COM4, -0.024, 0.008, 1.001, 0.916, -1.038, -1.587, -2.736, -0.104, -133.517, 37.69,
 13:22:54.213,COM4, -0.013, 0.006, 0.985, 1.343, 0.610, -0.610, -2.631, -0.121, -133.539, 37.67,
 13:22:54.259,COM4, -0.021, 0.001, 0.997, 0.183, -0.366, -0.793, -2.565, -0.110, -133.566, 37.68,
 13:22:54.322,COM4, -0.019, 0.007, 0.995, 0.305, 0.000, -1.282, -2.488, -0.088, -133.638, 37.67,
 13:22:54.369,COM4, -0.017, 0.003, 0.997, 0.000, 0.000, -0.244, -2.428, -0.055, -133.654, 37.65,
 13:22:54.416,COM4, -0.017, 0.005, 0.993, 0.000, -0.183, 0.000, -2.379, -0.033, -133.654, 37.69,
 13:22:54.463,COM4, -0.019, 0.003, 1.000, 0.793, -0.244, -1.587, -2.291, -0.027, -133.731, 37.68,
 13:22:54.509,COM4, -0.019, 0.002, 0.994, -0.183, 0.000, -0.183, -2.263, 0.000, -133.748, 37.67,
 13:22:54.572,COM4, -0.017, -0.004, 0.995, 0.305, -0.183, -1.770, -2.214, 0.005, -133.802, 37.70,
 13:22:54.619,COM4, -0.017, 0.001, 0.992, -0.366, 0.000, -0.488, -2.181, 0.033, -133.841, 37.70,
 13:22:54.666,COM4, -0.020, 0.007, 0.992, 0.000, 0.000, -0.916, -2.131, 0.055, -133.885, 37.69,
 13:22:54.713,COM4, -0.020, 0.004, 0.997, 0.000, 0.000, -0.427, -2.082, 0.082, -133.918, 37.70,
 13:22:54.759,COM4, -0.023, 0.001, 0.990, -0.366, 0.244, -0.244, -2.043, 0.121, -133.929, 37.71,
 13:22:54.816,COM4, -0.019, 0.004, 0.990, 1.404, -0.427, -4.089, -1.950, 0.126, -134.182, 37.70,
 13:22:54.863,COM4, -0.020, 0.002, 1.001, -1.099, 0.671, -0.244, -1.901, 0.154, -134.225, 37.70,
 13:22:54.909,COM4, -0.020, 0.002, 0.999, -0.183, 0.244, 0.000, -1.846, 0.170, -134.225, 37.67,
 13:22:54.972,COM4, -0.020, 0.002, 0.988, 0.793, 0.000, -1.709, -1.785, 0.187, -134.291, 37.68,
 13:22:55.019,COM4, -0.013, 0.004, 0.996, 0.244, 0.000, -0.610, -1.736, 0.203, -134.319, 37.68,
 13:22:55.066,COM4, -0.013, 0.001, 0.997, 0.000, 0.000, -0.366, -1.686, 0.203, -134.330, 37.69,
 13:22:55.113,COM4, -0.013, 0.011, 0.992, 0.427, 0.000, -0.916, -1.615, 0.203, -134.396, 37.70,
 13:22:55.159,COM4, -0.011, 0.009, 0.993, 0.427, -0.183, -0.305, -1.566, 0.209, -134.418, 37.70,
 13:22:55.206,COM4, -0.015, 0.008, 0.990, 0.000, -0.183, 0.000, -1.544, 0.214, -134.418, 37.70,
 13:22:55.269,COM4, -0.018, 0.009, 0.998, 0.610, -0.244, -1.221, -1.489, 0.220, -134.462, 37.68,
 13:22:55.316,COM4, -0.019, 0.003, 0.993, -0.427, 0.000, -0.244, -1.472, 0.236, -134.478, 37.70,
 13:22:55.363,COM4, -0.020, 0.004, 0.992, 0.000, 0.000, 0.000, -1.434, 0.253, -134.478, 37.67,
 13:22:55.409,COM4, -0.017, 0.012, 0.993, 1.282, -0.366, -1.770, -1.362, 0.258, -134.550, 37.68,
 13:22:55.456,COM4, -0.016, 0.006, 0.998, 0.977, -0.305, -1.831, -1.296, 0.264, -134.654, 37.69,
 13:22:55.519,COM4, -0.012, 0.002, 0.994, 0.000, 0.000, -0.732, -1.258, 0.280, -134.692, 37.69,
 13:22:55.566,COM4, -0.017, 0.013, 0.998, -0.183, -0.183, 0.000, -1.230, 0.297, -134.698, 37.69,
 13:22:55.613,COM4, -0.017, 0.007, 0.997, 0.000, -0.183, 0.000, -1.198, 0.308, -134.698, 37.69,
 13:22:55.659,COM4, -0.016, 0.014, 0.994, 0.610, -0.244, -0.793, -1.126, 0.308, -134.747, 37.69,
 13:22:55.706,COM4, -0.015, 0.004, 1.000, 0.244, -0.183, 0.000, -1.093, 0.319, -134.753, 37.69,
 13:22:55.799,COM4, -0.022, 0.006, 0.993, 0.000, 0.000, -0.183, -1.060, 0.324, -134.758, 37.69,
 13:22:55.833,COM4, -0.016, 0.009, 0.994, -0.183, 0.000, -0.488, -1.022, 0.330, -0.011, 37.68,
 13:22:55.879,COM4, -0.013, 0.007, 1.000, -0.305, 0.183, 0.488, -1.011, 0.346, 0.005, 37.70,
 13:22:55.942,COM4, -0.018, 0.014, 0.995, -0.244, 0.000, 0.549, -0.989, 0.363, 0.033, 37.71,
 13:22:55.989,COM4, -0.017, 0.011, 0.992, 0.916, 0.000, -0.549, -0.928, 0.374, 0.011, 37.71,
 13:22:56.036,COM4, -0.018, 0.007, 0.989, 0.000, 0.000, 0.305, -0.912, 0.401, 0.016, 37.69,
 13:22:56.083,COM4, -0.014, 0.008, 0.999, -0.244, 0.000, 0.549, -0.901, 0.423, 0.044, 37.70,
 13:22:56.129,COM4, -0.017, 0.009, 1.003, -0.244, 0.000, 0.488, -0.890, 0.439, 0.071, 37.68,
 13:22:56.192,COM4, -0.017, 0.006, 0.992, 0.732, -0.244, -0.366, -0.818, 0.445, 0.049, 37.69,
 13:22:56.239,COM4, -0.014, 0.011, 0.991, -0.305, -0.183, 0.549, -0.818, 0.461, 0.071, 37.70,
 13:22:56.286,COM4, -0.016, 0.007, 0.993, -0.732, 0.305, 0.549, -0.818, 0.483, 0.099, 37.68,
 13:22:56.333,COM4, -0.017, 0.011, 0.990, -0.427, 0.000, 0.549, -0.797, 0.494, 0.126, 37.70,
 13:22:56.379,COM4, -0.017, 0.013, 0.990, 0.183, 0.183, 0.000, -0.742, 0.505, 0.115, 37.69,
 13:22:56.442,COM4, -0.025, 0.010, 1.002, 0.000, 0.000, 0.549, -0.720, 0.511, 0.143, 37.71,
 13:22:56.489,COM4, -0.021, 0.010, 0.998, -0.488, 0.183, 0.549, -0.714, 0.533, 0.176, 37.70,
 13:22:56.536,COM4, -0.022, 0.004, 0.997, 0.183, 0.000, 0.000, -0.698, 0.544, 0.176, 37.72,
 13:22:56.583,COM4, -0.021, 0.011, 0.996, -0.488, 0.305, 0.427, -0.703, 0.566, 0.203, 37.70,
 13:22:56.630,COM4, -0.014, 0.006, 0.995, -0.427, 0.366, 0.549, -0.698, 0.582, 0.231, 37.67,
 13:22:56.692,COM4, -0.018, 0.007, 0.995, 0.000, 0.000, 0.671, -0.681, 0.599, 0.231, 37.69,
